Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,Date
"Levithan, David",Two Boys Kissing,Banned in Libraries,Florida,Polk county public schools,Administrator,5,2022-01-01
"Levithan, David",Two Boys Kissing,Banned in Libraries and Classrooms,Florida,St. lucie public schools,Formal Challenge,5,2021-12-01
"Walls, Jeannette",The Glass Castle,Banned in Libraries,Florida,Indian river county school district,Administrator,5,2021-11-01
"Walls, Jeannette",The Glass Castle,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,5,2022-05-01
"Walls, Jeannette",The Glass Castle,Banned in Libraries,Missouri,Nixa public schools,Formal Challenge,5,2022-02-01
"Walls, Jeannette",The Glass Castle,Banned in Libraries,Wisconsin,School district of waukesha,Administrator,5,2021-12-01
"Myracle, Lauren",The Infinite Moment of Us,Banned in Libraries,Indiana,Carmel clay schools,Administrator,5,2021-07-01
"Levithan, David",Two Boys Kissing,Banned Pending Investigation,Florida,Walton county school district,Administrator,5,2022-04-01
"Richardson, Justin",And Tango Makes Three,Banned Pending Investigation,Texas,North east independent school district,Administrator,5,2021-12-01
"Kendi, Ibram X.",How to Be an Antiracist,Banned Pending Investigation,Florida,Indian river county school district,Administrator,5,2021-11-01
"Richardson, Justin",And Tango Makes Three,Banned Pending Investigation,Florida,Walton county school district,Administrator,5,2022-04-01
"Richardson, Justin",And Tango Makes Three,Banned Pending Investigation,Florida,St. lucie public schools,Formal Challenge,5,2021-12-01
"Reynolds, Jason","Stamped: Racism, Antiracism, and You",Banned Pending Investigation,Florida,Lee county schools,Administrator,5,2022-03-01
"Richardson, Justin",And Tango Makes Three,Banned Pending Investigation,Florida,Lee county schools,Administrator,5,2022-02-01
"Richardson, Justin",And Tango Makes Three,Banned in Libraries and Classrooms,Florida,Broward county public schools,Administrator,5,2022-06-01
"Myracle, Lauren",The Infinite Moment of Us,Banned in Libraries and Classrooms,Georgia,Forsyth county schools,Administrator,5,2022-01-01
"Myracle, Lauren",The Infinite Moment of Us,Banned Pending Investigation,Florida,Indian river county school district,Administrator,5,2021-11-01
"Myracle, Lauren",The Infinite Moment of Us,Banned Pending Investigation,Florida,Brevard public schools,Administrator,5,2022-05-01
"Reynolds, Jason","Stamped: Racism, Antiracism, and You",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,5,2021-08-01
"Reynolds, Jason","Stamped: Racism, Antiracism, and You",Banned Pending Investigation,Tennessee,Collierville schools,Administrator,5,2022-02-01
"Levithan, David",Two Boys Kissing,Banned in Libraries,Georgia,Forsyth county schools,Administrator,5,2022-01-01
"Levithan, David",Two Boys Kissing,Banned Pending Investigation,Texas,North east independent school district,Administrator,5,2021-12-01
"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,Banned Pending Investigation,Florida,Duval county public schools,Administrator,5,2022-01-01
"Walls, Jeannette",The Glass Castle,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,5,2022-03-01
"Kendi, Ibram X.",How to Be an Antiracist,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,5,2021-08-01
"Kendi, Ibram X.",How to Be an Antiracist,Banned Pending Investigation,Texas,North east independent school district,Administrator,5,2021-12-01
"Myracle, Lauren",The Infinite Moment of Us,Banned in Libraries,Indiana,Middlebury community schools,Administrator,5,2021-12-01
"Kendi, Ibram X.",How to Be an Antiracist,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,5,2022-02-01
"Kendi, Ibram X.",How to Be an Antiracist,Banned Pending Investigation,Texas,Klein independent school district,Administrator,5,2021-11-01
"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",Banned Pending Investigation,Tennessee,Collierville schools,Administrator,4,2022-02-01
"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,4,2021-08-01
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,4,2022-04-01
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,4,2022-05-01
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,4,2022-03-01
"Hutchinson, Shaun David",Brave Face: A Memoir,Banned in Classrooms,Texas,Leander independent school district,Administrator,4,2021-09-01
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Libraries,Florida,Indian river county school district,Administrator,4,2021-11-01
"Polacco, Patricia",In Our Mothers' House,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,4,2022-01-01
"Polacco, Patricia",In Our Mothers' House,Banned Pending Investigation,Florida,Duval county public schools,Administrator,4,2022-01-01
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned in Libraries,Florida,Lee county schools,Administrator,4,2022-05-01
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned in Libraries and Classrooms,Florida,St. lucie public schools,Formal Challenge,4,2022-01-01
"Polacco, Patricia",In Our Mothers' House,Banned in Libraries and Classrooms,Florida,Broward county public schools,Administrator,4,2022-06-01
"Hutchinson, Shaun David",Brave Face: A Memoir,Banned Pending Investigation,Texas,North east independent school district,Administrator,4,2021-12-01
"Acevedo, Elizabeth",The Poet X,Banned in Libraries,Virginia,New kent county public schools,Administrator,4,2021-10-01
"Acevedo, Elizabeth",The Poet X,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,4,2022-03-01
"Hutchinson, Shaun David",Brave Face: A Memoir,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,4,2022-02-01
"Acevedo, Elizabeth",The Poet X,Banned in Libraries and Classrooms,New york,Marlboro central school district,Administrator,4,2022-02-01
"Acevedo, Elizabeth",The Poet X,Banned in Libraries,Florida,Indian river county school district,Administrator,4,2021-11-01
"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)",Banned Pending Investigation,Texas,North east independent school district,Administrator,4,2021-12-01
"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),Banned Pending Investigation,Texas,Klein independent school district,Administrator,4,2021-12-01
"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),Banned Pending Investigation,Texas,Granbury independent school district,Administrator,4,2022-01-01
"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,4,2022-02-01
"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),Banned Pending Investigation,Florida,Indian river county school district,Administrator,4,2021-11-01
"Garvin, Jeff",Symptoms of Being Human,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,4,2022-02-01
"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",Banned in Libraries,Florida,Indian river county school district,Administrator,4,2021-11-01
"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)",Banned Pending Investigation,Texas,Klein independent school district,Administrator,4,2021-11-01
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned Pending Investigation,Florida,Walton county school district,Administrator,4,2022-04-01
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned Pending Investigation,Texas,Granbury independent school district,Administrator,4,2022-01-01
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,4,2021-12-01
"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)",Banned Pending Investigation,Texas,Granbury independent school district,Administrator,4,2022-01-01
"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Banned Pending Investigation,Florida,Flagler schools,Administrator,4,2021-11-01
"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,4,2021-08-01
"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,4,2022-01-01
"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Banned Pending Investigation,Texas,North east independent school district,Administrator,4,2021-12-01
"Gyasi, Yaa",Homegoing,Banned Pending Investigation,Texas,Klein independent school district,Administrator,4,2021-12-01
"Gyasi, Yaa",Homegoing,Banned in Libraries,Missouri,Nixa public schools,Formal Challenge,4,2022-05-01
"Gyasi, Yaa",Homegoing,Banned Pending Investigation,Georgia,Cherokee county school district,Formal Challenge,4,2022-03-01
"Gyasi, Yaa",Homegoing,Banned Pending Investigation,Florida,Indian river county school district,Administrator,4,2021-11-01
"Quintero, Isabel","Gabi, a Girl in Pieces",Banned Pending Investigation,Missouri,Wentzville school district,Formal Challenge,4,2021-10-01
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Libraries,Wisconsin,School district of waukesha,Administrator,4,2021-12-01
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,4,2021-08-01
"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Banned in Libraries,Mississippi,Madison county schools,Administrator,4,2022-04-01
"Garvin, Jeff",Symptoms of Being Human,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,4,2021-10-01
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,4,2022-02-01
"Hutchinson, Shaun David",Brave Face: A Memoir,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,4,2021-11-01
"Blume, Judy",Forever...,Banned Pending Investigation,Florida,Walton county school district,Administrator,4,2022-04-01
"Blume, Judy",Forever...,Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,4,2022-04-01
"Blume, Judy",Forever...,Banned in Libraries,Florida,Indian river county school district,Administrator,4,2021-11-01
"Blume, Judy",Forever...,Banned Pending Investigation,Florida,Brevard public schools,Administrator,4,2022-03-01
"Thomas, Aiden",Cemetery Boys,Banned Pending Investigation,Texas,North east independent school district,Administrator,4,2021-12-01
"Thomas, Aiden",Cemetery Boys,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,4,2022-01-01
"Thomas, Aiden",Cemetery Boys,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,4,2022-02-01
"Thomas, Aiden",Cemetery Boys,Banned Pending Investigation,Florida,Indian river county school district,Administrator,4,2021-11-01
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned in Libraries,Florida,Indian river county school district,Administrator,4,2021-11-01
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,4,2022-05-01
"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,4,2021-11-01
"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",Banned Pending Investigation,Texas,North east independent school district,Administrator,4,2021-12-01
"Belge, Kathy",Queer: The Ultimate LGBTQ Guide for Teens,Banned in Libraries and Classrooms,Wisconsin,Elmbrook schools,Administrator,4,2021-07-01
"Garvin, Jeff",Symptoms of Being Human,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,4,2022-01-01
"Gephart, Donna",Lily and Dunkin,Banned Pending Investigation,Texas,North east independent school district,Administrator,4,2021-12-01
"Konigsberg, Bill",The Music of What Happens,Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,4,2022-03-01
